error_px,distance_cm,correction_angle,axis
77,58.31999999999999,0.924,x
77,58.31999999999999,0.924,x
77,58.31999999999999,0.924,x
77,58.31999999999999,0.924,x
77,58.31999999999999,0.924,x
77,58.31999999999999,0.924,x
77,58.31999999999999,0.924,x
77,58.31999999999999,0.924,x
77,58.31999999999999,0.924,x
77,58.31999999999999,0.924,x
-517,32.16,-2.0,x
-517,32.16,-2.0,x
-517,32.16,-2.0,x
-517,32.16,-2.0,x
-517,32.16,-2.0,x
-361,35.87,-2.0,x
-361,35.87,-2.0,x
-361,35.87,-2.0,x
-361,35.87,-2.0,x
-361,35.87,-2.0,x
-361,35.87,-2.0,x
-361,35.87,-2.0,x
-361,35.87,-2.0,x
-361,35.87,-2.0,x
-366,38.86,-2.0,x
-366,38.86,-2.0,x
-366,38.86,-2.0,x
-366,38.86,-2.0,x
-366,38.86,-2.0,x
-366,38.86,-2.0,x
-366,38.86,-2.0,x
-366,38.86,-2.0,x
-366,38.86,-2.0,x
442,37.96,2.0,x
442,37.96,2.0,x
442,37.96,2.0,x
440,36.68,2.0,x
440,36.68,2.0,x
440,36.68,2.0,x
440,36.68,2.0,x
440,36.68,2.0,x
440,36.68,2.0,x
439,36.27,2.0,x
439,36.27,2.0,x
439,36.27,2.0,x
439,36.27,2.0,x
439,36.27,2.0,x
439,36.27,2.0,x
439,36.27,2.0,x
439,36.27,2.0,x
439,36.27,2.0,x
439,36.27,2.0,x
439,36.27,2.0,x
439,36.27,2.0,x
439,36.27,2.0,x
439,36.27,2.0,x
439,36.27,2.0,x
439,36.27,2.0,x
-513,30.83,-2.0,x
-513,30.83,-2.0,x
-513,30.83,-2.0,x
-524,35.07,-2.0,x
-524,35.07,-2.0,x
-524,35.07,-2.0,x
-524,35.07,-2.0,x
-524,35.07,-2.0,x
-524,35.07,-2.0,x
-524,35.07,-2.0,x
-524,35.07,-2.0,x
-524,35.07,-2.0,x
-515,31.479999999999997,-2.0,x
-515,31.479999999999997,-2.0,x
-515,31.479999999999997,-2.0,x
-515,31.479999999999997,-2.0,x
-515,31.479999999999997,-2.0,x
-515,31.479999999999997,-2.0,x
-515,31.479999999999997,-2.0,x
-515,31.479999999999997,-2.0,x
-515,31.479999999999997,-2.0,x
-515,31.479999999999997,-2.0,x
-515,31.479999999999997,-2.0,x
-515,31.479999999999997,-2.0,x
-80,24.509999999999998,-0.96,x
-80,24.509999999999998,-0.96,x
-80,24.509999999999998,-0.96,x
-80,24.509999999999998,-0.96,x
-80,24.509999999999998,-0.96,x
-80,24.509999999999998,-0.96,x
-80,24.509999999999998,-0.96,x
-80,24.509999999999998,-0.96,x
-80,24.509999999999998,-0.96,x
-80,24.509999999999998,-0.96,x
-80,24.509999999999998,-0.96,x
590,95.47,2.0,x
590,95.47,2.0,x
590,95.47,2.0,x
590,95.47,2.0,x
594,104.24,2.0,x
594,104.24,2.0,x
594,104.24,2.0,x
594,104.24,2.0,x
594,104.24,2.0,x
594,104.24,2.0,x
594,104.24,2.0,x
594,104.24,2.0,x
594,104.24,2.0,x
594,104.24,2.0,x
522,33.57,2.0,x
522,33.57,2.0,x
522,33.57,2.0,x
522,33.57,2.0,x
522,33.57,2.0,x
522,33.57,2.0,x
522,33.57,2.0,x
522,33.57,2.0,x
522,33.57,2.0,x
-138,36.68,2.0,y
-138,36.68,2.0,y
-138,36.68,2.0,y
-138,36.68,2.0,y
-138,36.68,2.0,y
-138,36.68,2.0,y
-138,36.68,2.0,y
-138,36.68,2.0,y
-138,36.68,2.0,y
-138,36.68,2.0,y
-138,36.68,2.0,y
-138,36.68,2.0,y
-138,36.68,2.0,y
-138,36.68,2.0,y
-138,36.68,2.0,y
-116,34.69,-2.0,x
-116,34.69,-2.0,x
-116,34.69,-2.0,x
-52,33.21,-0.624,x
-52,33.21,-0.624,x
-52,33.21,-0.624,x
-52,33.21,-0.624,x
-52,33.21,-0.624,x
-52,33.21,-0.624,x
-52,33.21,-0.624,x
-52,33.21,-0.624,x
138,58.31999999999999,2.0,x
138,58.31999999999999,2.0,x
138,58.31999999999999,2.0,x
138,58.31999999999999,2.0,x
127,66.03,2.0,x
127,66.03,2.0,x
127,66.03,2.0,x
127,66.03,2.0,x
127,66.03,2.0,x
127,66.03,2.0,x
127,66.03,2.0,x
127,66.03,2.0,x
127,66.03,2.0,x
127,66.03,2.0,x
127,66.03,2.0,x
127,66.03,2.0,x
127,66.03,2.0,x
127,66.03,2.0,x
97,51.29,1.164,x
97,51.29,1.164,x
97,51.29,1.164,x
97,51.29,1.164,x
97,51.29,1.164,x
97,51.29,1.164,x
97,51.29,1.164,x
97,51.29,1.164,x
97,51.29,1.164,x
97,51.29,1.164,x
-473,30.83,-2.0,x
-473,30.83,-2.0,x
-473,30.83,-2.0,x
-473,30.83,-2.0,x
-473,30.83,-2.0,x
-473,30.83,-2.0,x
-473,30.83,-2.0,x
-473,30.83,-2.0,x
-473,30.83,-2.0,x
-473,30.83,-2.0,x
-473,30.83,-2.0,x
-376,33.21,-2.0,x
-376,33.21,-2.0,x
-376,33.21,-2.0,x
-376,33.21,-2.0,x
-376,33.21,-2.0,x
-376,33.21,-2.0,x
-376,33.21,-2.0,x
-376,33.21,-2.0,x
-376,33.21,-2.0,x
-376,33.94,-2.0,x
-376,33.94,-2.0,x
-376,33.94,-2.0,x
-376,33.94,-2.0,x
-376,33.94,-2.0,x
-376,33.94,-2.0,x
-376,33.94,-2.0,x
-376,33.94,-2.0,x
-376,33.94,-2.0,x
-376,33.94,-2.0,x
-376,33.94,-2.0,x
-376,33.94,-2.0,x
-376,33.94,-2.0,x
-185,57.459999999999994,-2.0,x
-185,57.459999999999994,-2.0,x
-185,57.459999999999994,-2.0,x
-185,57.459999999999994,-2.0,x
-185,57.459999999999994,-2.0,x
-185,57.459999999999994,-2.0,x
-185,57.459999999999994,-2.0,x
-185,57.459999999999994,-2.0,x
-185,57.459999999999994,-2.0,x
-185,57.459999999999994,-2.0,x
-185,57.459999999999994,-2.0,x
-185,57.459999999999994,-2.0,x
-185,57.459999999999994,-2.0,x
-185,57.459999999999994,-2.0,x
-185,57.459999999999994,-2.0,x
-185,57.459999999999994,-2.0,x
493,43.84,2.0,x
493,43.84,2.0,x
493,43.84,2.0,x
493,43.84,2.0,x
493,43.84,2.0,x
493,43.84,2.0,x
493,43.84,2.0,x
493,43.84,2.0,x
493,43.84,2.0,x
493,43.84,2.0,x
493,43.84,2.0,x
493,43.84,2.0,x
493,43.84,2.0,x
493,43.84,2.0,x
428,47.33,2.0,x
428,47.33,2.0,x
428,47.33,2.0,x
427,45.54,2.0,x
427,45.54,2.0,x
427,45.54,2.0,x
427,45.54,2.0,x
427,45.54,2.0,x
426,47.33,2.0,x
426,47.33,2.0,x
426,47.33,2.0,x
426,47.33,2.0,x
426,47.33,2.0,x
426,47.33,2.0,x
426,47.33,2.0,x
426,47.33,2.0,x
426,47.33,2.0,x
426,47.33,2.0,x
426,47.33,2.0,x
426,47.33,2.0,x
426,47.33,2.0,x
426,47.33,2.0,x
426,47.33,2.0,x
426,47.33,2.0,x
133,54.230000000000004,2.0,x
133,54.230000000000004,2.0,x
133,54.230000000000004,2.0,x
133,54.230000000000004,2.0,x
133,54.230000000000004,2.0,x
133,54.230000000000004,2.0,x
133,54.230000000000004,2.0,x
133,54.230000000000004,2.0,x
133,54.230000000000004,2.0,x
133,54.230000000000004,2.0,x
133,54.230000000000004,2.0,x
133,54.230000000000004,2.0,x
133,54.230000000000004,2.0,x
133,54.230000000000004,2.0,x
-395,31.479999999999997,-2.0,x
-395,31.479999999999997,-2.0,x
-395,31.479999999999997,-2.0,x
-395,31.479999999999997,-2.0,x
-395,31.479999999999997,-2.0,x
-395,31.479999999999997,-2.0,x
-395,31.479999999999997,-2.0,x
-395,31.479999999999997,-2.0,x
-395,31.479999999999997,-2.0,x
-395,31.479999999999997,-2.0,x
-395,31.479999999999997,-2.0,x
-395,31.479999999999997,-2.0,x
-395,31.479999999999997,-2.0,x
-395,31.479999999999997,-2.0,x
-395,31.479999999999997,-2.0,x
-326,35.07,-2.0,x
-326,35.07,-2.0,x
-326,35.07,-2.0,x
-326,35.07,-2.0,x
-326,35.07,-2.0,x
-326,35.07,-2.0,x
-326,35.07,-2.0,x
-326,35.07,-2.0,x
-326,35.07,-2.0,x
-326,35.07,-2.0,x
-326,35.07,-2.0,x
-373,62.95,-2.0,x
-373,62.95,-2.0,x
-373,62.95,-2.0,x
-373,62.95,-2.0,x
-373,62.95,-2.0,x
-373,62.95,-2.0,x
-373,62.95,-2.0,x
-373,62.95,-2.0,x
-373,62.95,-2.0,x
-373,62.95,-2.0,x
-373,62.95,-2.0,x
-373,62.95,-2.0,x
-373,62.95,-2.0,x
-373,62.95,-2.0,x
-373,62.95,-2.0,x
78,61.03,0.936,x
78,61.03,0.936,x
78,61.03,0.936,x
78,61.03,0.936,x
78,61.03,0.936,x
78,61.03,0.936,x
78,61.03,0.936,x
78,61.03,0.936,x
78,61.03,0.936,x
78,61.03,0.936,x
78,61.03,0.936,x
574,69.37,2.0,x
574,69.37,2.0,x
574,69.37,2.0,x
574,69.37,2.0,x
574,69.37,2.0,x
574,69.37,2.0,x
574,69.37,2.0,x
574,69.37,2.0,x
574,69.37,2.0,x
545,44.4,2.0,x
545,44.4,2.0,x
545,44.4,2.0,x
545,44.4,2.0,x
545,44.4,2.0,x
545,44.4,2.0,x
545,44.4,2.0,x
545,44.4,2.0,x
545,44.4,2.0,x
545,44.4,2.0,x
545,44.4,2.0,x
545,44.4,2.0,x
164,54.230000000000004,2.0,x
164,54.230000000000004,2.0,x
164,54.230000000000004,2.0,x
164,54.230000000000004,2.0,x
164,54.230000000000004,2.0,x
164,54.230000000000004,2.0,x
164,54.230000000000004,2.0,x
164,54.230000000000004,2.0,x
164,54.230000000000004,2.0,x
164,54.230000000000004,2.0,x
164,54.230000000000004,2.0,x
164,54.230000000000004,2.0,x
-329,30.189999999999998,-2.0,x
-329,30.189999999999998,-2.0,x
-329,30.189999999999998,-2.0,x
-329,30.189999999999998,-2.0,x
-329,30.189999999999998,-2.0,x
-329,30.189999999999998,-2.0,x
-329,30.189999999999998,-2.0,x
-329,30.189999999999998,-2.0,x
-329,30.189999999999998,-2.0,x
-523,34.69,-2.0,x
-523,34.69,-2.0,x
-523,34.69,-2.0,x
-523,34.69,-2.0,x
-523,34.69,-2.0,x
-523,34.69,-2.0,x
-523,34.69,-2.0,x
-523,34.69,-2.0,x
-523,34.69,-2.0,x
-391,34.69,-2.0,x
-391,34.69,-2.0,x
-391,34.69,-2.0,x
-391,34.69,-2.0,x
-391,34.69,-2.0,x
-391,34.69,-2.0,x
-391,34.69,-2.0,x
-391,34.69,-2.0,x
-391,34.69,-2.0,x
-391,34.69,-2.0,x
-391,34.69,-2.0,x
-133,34.69,-2.0,x
-133,34.69,-2.0,x
-133,34.69,-2.0,x
-133,34.69,-2.0,x
-133,34.69,-2.0,x
-133,34.69,-2.0,x
-133,34.69,-2.0,x
-133,34.69,-2.0,x
-133,34.69,-2.0,x
360,52.0,2.0,x
360,52.0,2.0,x
360,52.0,2.0,x
360,52.0,2.0,x
360,52.0,2.0,x
360,52.0,2.0,x
360,52.0,2.0,x
360,52.0,2.0,x
360,52.0,2.0,x
360,52.0,2.0,x
360,52.0,2.0,x
422,43.3,2.0,x
422,43.3,2.0,x
422,43.3,2.0,x
422,43.3,2.0,x
422,43.3,2.0,x
422,43.3,2.0,x
244,54.230000000000004,2.0,x
244,54.230000000000004,2.0,x
244,54.230000000000004,2.0,x
244,54.230000000000004,2.0,x
244,54.230000000000004,2.0,x
244,54.230000000000004,2.0,x
244,54.230000000000004,2.0,x
244,54.230000000000004,2.0,x
244,54.230000000000004,2.0,x
244,54.230000000000004,2.0,x
244,54.230000000000004,2.0,x
244,54.230000000000004,2.0,x
250,28.979999999999997,2.0,x
250,28.979999999999997,2.0,x
250,28.979999999999997,2.0,x
250,28.979999999999997,2.0,x
250,28.979999999999997,2.0,x
250,28.979999999999997,2.0,x
250,28.979999999999997,2.0,x
250,28.979999999999997,2.0,x
250,28.979999999999997,2.0,x
250,28.979999999999997,2.0,x
250,28.979999999999997,2.0,x
-555,52.730000000000004,-2.0,x
-555,52.730000000000004,-2.0,x
-555,52.730000000000004,-2.0,x
-555,52.730000000000004,-2.0,x
-555,52.730000000000004,-2.0,x
-555,52.730000000000004,-2.0,x
-555,52.730000000000004,-2.0,x
-555,52.730000000000004,-2.0,x
-555,52.730000000000004,-2.0,x
-555,52.730000000000004,-2.0,x
-561,57.459999999999994,-2.0,x
-561,57.459999999999994,-2.0,x
-561,57.459999999999994,-2.0,x
-561,57.459999999999994,-2.0,x
-561,57.459999999999994,-2.0,x
-561,57.459999999999994,-2.0,x
-561,57.459999999999994,-2.0,x
-561,57.459999999999994,-2.0,x
-561,57.459999999999994,-2.0,x
-561,57.459999999999994,-2.0,x
-561,57.459999999999994,-2.0,x
-561,57.459999999999994,-2.0,x
-561,57.459999999999994,-2.0,x
-561,57.459999999999994,-2.0,x
-561,57.459999999999994,-2.0,x
-510,32.5,-2.0,x
-510,32.5,-2.0,x
-510,32.5,-2.0,x
-510,32.5,-2.0,x
-510,32.5,-2.0,x
-510,32.5,-2.0,x
-510,32.5,-2.0,x
-510,32.5,-2.0,x
-510,32.5,-2.0,x
-510,32.5,-2.0,x
256,37.96,-2.0,y
256,37.96,-2.0,y
256,37.96,-2.0,y
256,37.96,-2.0,y
256,37.96,-2.0,y
256,37.96,-2.0,y
256,37.96,-2.0,y
256,37.96,-2.0,y
256,37.96,-2.0,y
256,37.96,-2.0,y
256,37.96,-2.0,y
256,37.96,-2.0,y
583,82.93,2.0,x
583,82.93,2.0,x
583,82.93,2.0,x
583,82.93,2.0,x
410,93.48,2.0,x
410,93.48,2.0,x
410,93.48,2.0,x
410,93.48,2.0,x
410,93.48,2.0,x
410,93.48,2.0,x
410,93.48,2.0,x
410,93.48,2.0,x
411,106.67,2.0,x
411,106.67,2.0,x
411,106.67,2.0,x
411,106.67,2.0,x
411,106.67,2.0,x
411,106.67,2.0,x
411,106.67,2.0,x
411,106.67,2.0,x
411,106.67,2.0,x
242,36.68,2.0,x
242,36.68,2.0,x
242,36.68,2.0,x
242,36.68,2.0,x
242,36.68,2.0,x
242,36.68,2.0,x
242,36.68,2.0,x
242,36.68,2.0,x
242,36.68,2.0,x
-578,75.63,-2.0,x
-578,75.63,-2.0,x
-578,75.63,-2.0,x
-578,75.63,-2.0,x
-578,75.63,-2.0,x
-557,54.230000000000004,-2.0,x
-557,54.230000000000004,-2.0,x
-557,54.230000000000004,-2.0,x
-555,52.0,-2.0,x
-555,52.0,-2.0,x
-555,52.0,-2.0,x
-555,52.0,-2.0,x
-555,52.0,-2.0,x
-555,52.0,-2.0,x
-555,52.0,-2.0,x
-555,52.0,-2.0,x
-548,53.47,-2.0,x
-548,53.47,-2.0,x
-548,53.47,-2.0,x
-548,53.47,-2.0,x
-548,53.47,-2.0,x
-548,53.47,-2.0,x
-548,53.47,-2.0,x
-548,53.47,-2.0,x
-548,53.47,-2.0,x
332,56.629999999999995,2.0,x
332,56.629999999999995,2.0,x
332,56.629999999999995,2.0,x
332,56.629999999999995,2.0,x
474,63.95,2.0,x
474,63.95,2.0,x
474,63.95,2.0,x
474,63.95,2.0,x
474,63.95,2.0,x
474,63.95,2.0,x
474,63.95,2.0,x
474,63.95,2.0,x
473,63.95,2.0,x
473,63.95,2.0,x
473,63.95,2.0,x
473,63.95,2.0,x
473,63.95,2.0,x
473,63.95,2.0,x
473,63.95,2.0,x
473,63.95,2.0,x
473,63.95,2.0,x
473,63.95,2.0,x
473,63.95,2.0,x
-36,41.23,-0.5,x
-36,41.23,-0.5,x
-36,41.23,-0.5,x
-36,41.23,-0.5,x
-36,41.23,-0.5,x
-36,41.23,-0.5,x
-36,41.23,-0.5,x
-36,41.23,-0.5,x
-36,41.23,-0.5,x
-557,53.47,-2.0,x
-557,53.47,-2.0,x
-557,53.47,-2.0,x
-557,53.47,-2.0,x
-557,53.47,-2.0,x
-557,53.47,-2.0,x
-557,53.47,-2.0,x
-557,53.47,-2.0,x
-557,53.47,-2.0,x
-595,109.19,-2.0,x
-595,109.19,-2.0,x
-595,109.19,-2.0,x
-595,109.19,-2.0,x
-595,109.19,-2.0,x
-595,109.19,-2.0,x
-595,109.19,-2.0,x
-595,109.19,-2.0,x
-595,109.19,-2.0,x
-284,32.5,-2.0,x
-284,32.5,-2.0,x
-284,32.5,-2.0,x
-284,32.5,-2.0,x
-284,32.5,-2.0,x
-284,32.5,-2.0,x
-284,32.5,-2.0,x
177,55.010000000000005,2.0,x
177,55.010000000000005,2.0,x
177,55.010000000000005,2.0,x
177,55.010000000000005,2.0,x
177,55.010000000000005,2.0,x
177,55.010000000000005,2.0,x
177,55.010000000000005,2.0,x
177,55.010000000000005,2.0,x
177,55.010000000000005,2.0,x
177,55.010000000000005,2.0,x
177,55.010000000000005,2.0,x
177,55.010000000000005,2.0,x
576,73.01,2.0,x
576,73.01,2.0,x
576,73.01,2.0,x
576,73.01,2.0,x
576,73.01,2.0,x
576,73.01,2.0,x
576,73.01,2.0,x
246,55.010000000000005,2.0,x
246,55.010000000000005,2.0,x
246,55.010000000000005,2.0,x
246,55.010000000000005,2.0,x
246,55.010000000000005,2.0,x
246,55.010000000000005,2.0,x
246,55.010000000000005,2.0,x
246,55.010000000000005,2.0,x
246,55.010000000000005,2.0,x
246,55.010000000000005,2.0,x
246,55.010000000000005,2.0,x
246,55.010000000000005,2.0,x
246,55.010000000000005,2.0,x
-183,41.74,-2.0,x
-183,41.74,-2.0,x
-183,41.74,-2.0,x
-183,41.74,-2.0,x
-183,41.74,-2.0,x
-183,41.74,-2.0,x
-608,160.61,-2.0,x
-608,160.61,-2.0,x
-608,160.61,-2.0,x
-608,160.61,-2.0,x
-609,166.0,-2.0,x
-609,166.0,-2.0,x
-609,166.0,-2.0,x
-609,166.0,-2.0,x
-609,166.0,-2.0,x
-609,166.0,-2.0,x
-609,166.0,-2.0,x
-553,50.59,-2.0,x
-553,50.59,-2.0,x
-553,50.59,-2.0,x
-553,50.59,-2.0,x
-553,50.59,-2.0,x
-553,50.59,-2.0,x
-553,50.59,-2.0,x
-553,50.59,-2.0,x
-553,50.59,-2.0,x
-553,50.59,-2.0,x
-553,50.59,-2.0,x
-165,61.97,-2.0,x
-165,61.97,-2.0,x
-165,61.97,-2.0,x
-165,61.97,-2.0,x
-165,61.97,-2.0,x
-165,61.97,-2.0,x
-165,61.97,-2.0,x
-165,61.97,-2.0,x
-165,61.97,-2.0,x
362,64.97,2.0,x
362,64.97,2.0,x
362,64.97,2.0,x
362,64.97,2.0,x
362,64.97,2.0,x
362,64.97,2.0,x
362,64.97,2.0,x
362,64.97,2.0,x
362,64.97,2.0,x
362,64.97,2.0,x
362,64.97,2.0,x
362,64.97,2.0,x
362,64.97,2.0,x
362,64.97,2.0,x
328,41.74,2.0,x
328,41.74,2.0,x
328,41.74,2.0,x
328,41.74,2.0,x
248,67.11,2.0,x
248,67.11,2.0,x
248,67.11,2.0,x
248,67.11,2.0,x
248,67.11,2.0,x
248,67.11,2.0,x
248,67.11,2.0,x
248,67.11,2.0,x
248,67.11,2.0,x
248,67.11,2.0,x
148,50.59,2.0,x
148,50.59,2.0,x
148,50.59,2.0,x
148,50.59,2.0,x
148,50.59,2.0,x
148,50.59,2.0,x
148,50.59,2.0,x
148,50.59,2.0,x
-383,35.07,-2.0,x
-383,35.07,-2.0,x
-383,35.07,-2.0,x
-383,35.07,-2.0,x
-383,35.07,-2.0,x
-607,155.53,-2.0,x
-607,155.53,-2.0,x
-607,155.53,-2.0,x
-607,155.53,-2.0,x
-607,155.53,-2.0,x
-607,155.53,-2.0,x
-607,155.53,-2.0,x
-607,155.53,-2.0,x
-607,155.53,-2.0,x
-607,155.53,-2.0,x
-607,155.53,-2.0,x
-607,155.53,-2.0,x
-607,155.53,-2.0,x
-94,49.91,-1.1280000000000001,x
-94,49.91,-1.1280000000000001,x
-94,49.91,-1.1280000000000001,x
-94,49.91,-1.1280000000000001,x
15,61.97,0.5,x
15,61.97,0.5,x
15,61.97,0.5,x
15,61.97,0.5,x
15,61.97,0.5,x
15,61.97,0.5,x
15,61.97,0.5,x
15,61.97,0.5,x
15,61.97,0.5,x
15,61.97,0.5,x
33,49.91,0.5,x
33,49.91,0.5,x
33,49.91,0.5,x
33,49.91,0.5,x
33,49.91,0.5,x
33,49.91,0.5,x
33,49.91,0.5,x
33,49.91,0.5,x
33,49.91,0.5,x
17,61.03,0.5,x
17,61.03,0.5,x
17,61.03,0.5,x
17,61.03,0.5,x
17,61.03,0.5,x
17,61.03,0.5,x
17,61.03,0.5,x
17,61.03,0.5,x
17,61.03,0.5,x
17,61.03,0.5,x
17,61.03,0.5,x
-65,58.31999999999999,-0.78,x
-65,58.31999999999999,-0.78,x
-65,58.31999999999999,-0.78,x
-65,58.31999999999999,-0.78,x
-65,58.31999999999999,-0.78,x
-65,58.31999999999999,-0.78,x
-65,58.31999999999999,-0.78,x
-65,58.31999999999999,-0.78,x
-187,52.0,-2.0,x
-187,52.0,-2.0,x
-187,52.0,-2.0,x
-187,52.0,-2.0,x
-187,52.0,-2.0,x
-187,52.0,-2.0,x
-187,52.0,-2.0,x
-187,52.0,-2.0,x
-187,52.0,-2.0,x
-187,52.0,-2.0,x
-187,52.0,-2.0,x
-172,57.459999999999994,-2.0,x
-172,57.459999999999994,-2.0,x
-172,57.459999999999994,-2.0,x
-172,57.459999999999994,-2.0,x
-172,57.459999999999994,-2.0,x
-172,57.459999999999994,-2.0,x
-172,57.459999999999994,-2.0,x
-172,57.459999999999994,-2.0,x
-172,57.459999999999994,-2.0,x
376,57.459999999999994,2.0,x
376,57.459999999999994,2.0,x
376,57.459999999999994,2.0,x
376,57.459999999999994,2.0,x
376,57.459999999999994,2.0,x
376,57.459999999999994,2.0,x
376,57.459999999999994,2.0,x
376,57.459999999999994,2.0,x
376,57.459999999999994,2.0,x
376,57.459999999999994,2.0,x
550,47.96,2.0,x
550,47.96,2.0,x
550,47.96,2.0,x
550,47.96,2.0,x
550,47.96,2.0,x
550,47.96,2.0,x
550,47.96,2.0,x
550,47.96,2.0,x
550,47.96,2.0,x
550,47.96,2.0,x
442,64.97,2.0,x
442,64.97,2.0,x
442,64.97,2.0,x
442,64.97,2.0,x
442,64.97,2.0,x
442,64.97,2.0,x
442,64.97,2.0,x
442,64.97,2.0,x
442,64.97,2.0,x
442,64.97,2.0,x
-21,44.4,-0.5,x
-21,44.4,-0.5,x
-21,44.4,-0.5,x
-21,44.4,-0.5,x
-21,44.4,-0.5,x
-21,44.4,-0.5,x
-21,44.4,-0.5,x
-21,44.4,-0.5,x
-21,44.4,-0.5,x
-21,44.4,-0.5,x
-21,44.4,-0.5,x
-21,44.4,-0.5,x
-511,32.85,-2.0,x
-511,32.85,-2.0,x
-511,32.85,-2.0,x
-511,32.85,-2.0,x
-511,32.85,-2.0,x
-511,32.85,-2.0,x
-511,32.85,-2.0,x
-511,32.85,-2.0,x
-511,32.85,-2.0,x
-502,54.230000000000004,-2.0,x
-502,54.230000000000004,-2.0,x
-502,54.230000000000004,-2.0,x
-502,54.230000000000004,-2.0,x
-502,54.230000000000004,-2.0,x
-502,54.230000000000004,-2.0,x
-502,54.230000000000004,-2.0,x
-502,54.230000000000004,-2.0,x
-114,50.59,-2.0,x
-114,50.59,-2.0,x
-114,50.59,-2.0,x
-114,50.59,-2.0,x
-114,50.59,-2.0,x
-114,50.59,-2.0,x
-114,50.59,-2.0,x
-114,50.59,-2.0,x
-114,50.59,-2.0,x
-114,50.59,-2.0,x
318,55.010000000000005,2.0,x
318,55.010000000000005,2.0,x
318,55.010000000000005,2.0,x
318,55.010000000000005,2.0,x
318,55.010000000000005,2.0,x
318,55.010000000000005,2.0,x
318,55.010000000000005,2.0,x
318,55.010000000000005,2.0,x
318,55.010000000000005,2.0,x
318,55.010000000000005,2.0,x
583,82.93,2.0,x
583,82.93,2.0,x
583,82.93,2.0,x
583,82.93,2.0,x
441,63.95,2.0,x
441,63.95,2.0,x
441,63.95,2.0,x
441,63.95,2.0,x
441,63.95,2.0,x
441,63.95,2.0,x
441,63.95,2.0,x
441,63.95,2.0,x
441,63.95,2.0,x
441,63.95,2.0,x
441,63.95,2.0,x
441,63.95,2.0,x
360,56.629999999999995,2.0,x
360,56.629999999999995,2.0,x
360,56.629999999999995,2.0,x
360,56.629999999999995,2.0,x
360,56.629999999999995,2.0,x
360,56.629999999999995,2.0,x
360,56.629999999999995,2.0,x
360,56.629999999999995,2.0,x
-282,37.1,-2.0,x
-282,37.1,-2.0,x
-282,37.1,-2.0,x
-282,37.1,-2.0,x
-282,37.1,-2.0,x
-282,37.1,-2.0,x
-282,37.1,-2.0,x
-282,37.1,-2.0,x
-282,37.1,-2.0,x
-282,37.1,-2.0,x
-607,155.53,-2.0,x
-607,155.53,-2.0,x
-607,155.53,-2.0,x
-607,155.53,-2.0,x
-607,155.53,-2.0,x
-607,155.53,-2.0,x
-607,155.53,-2.0,x
-607,155.53,-2.0,x
-607,155.53,-2.0,x
-607,155.53,-2.0,x
-356,54.230000000000004,-2.0,x
-356,54.230000000000004,-2.0,x
-356,54.230000000000004,-2.0,x
-356,54.230000000000004,-2.0,x
-356,54.230000000000004,-2.0,x
-356,54.230000000000004,-2.0,x
-356,54.230000000000004,-2.0,x
-356,54.230000000000004,-2.0,x
-356,54.230000000000004,-2.0,x
-356,54.230000000000004,-2.0,x
-356,54.230000000000004,-2.0,x
33,56.629999999999995,0.5,x
33,56.629999999999995,0.5,x
33,56.629999999999995,0.5,x
33,56.629999999999995,0.5,x
33,56.629999999999995,0.5,x
33,56.629999999999995,0.5,x
33,56.629999999999995,0.5,x
33,56.629999999999995,0.5,x
436,38.86,2.0,x
436,38.86,2.0,x
436,38.86,2.0,x
368,58.31999999999999,2.0,x
368,58.31999999999999,2.0,x
368,58.31999999999999,2.0,x
368,58.31999999999999,2.0,x
363,62.95,2.0,x
363,62.95,2.0,x
363,62.95,2.0,x
363,62.95,2.0,x
363,62.95,2.0,x
363,62.95,2.0,x
363,62.95,2.0,x
363,62.95,2.0,x
363,62.95,2.0,x
363,62.95,2.0,x
151,48.6,2.0,x
151,48.6,2.0,x
151,48.6,2.0,x
151,48.6,2.0,x
151,48.6,2.0,x
151,48.6,2.0,x
151,48.6,2.0,x
151,48.6,2.0,x
-494,36.68,-2.0,x
-494,36.68,-2.0,x
-494,36.68,-2.0,x
-494,36.68,-2.0,x
-494,36.68,-2.0,x
-494,36.68,-2.0,x
-494,36.68,-2.0,x
-494,36.68,-2.0,x
-568,62.95,-2.0,x
-568,62.95,-2.0,x
-568,62.95,-2.0,x
-569,63.95,-2.0,x
-569,63.95,-2.0,x
-569,63.95,-2.0,x
-569,63.95,-2.0,x
-569,63.95,-2.0,x
-532,49.25,-2.0,x
-532,49.25,-2.0,x
-532,49.25,-2.0,x
-532,49.25,-2.0,x
-532,49.25,-2.0,x
-532,49.25,-2.0,x
-532,49.25,-2.0,x
-281,51.29,-2.0,x
-281,51.29,-2.0,x
-281,51.29,-2.0,x
-281,51.29,-2.0,x
-281,51.29,-2.0,x
-281,51.29,-2.0,x
-281,51.29,-2.0,x
-281,51.29,-2.0,x
-281,51.29,-2.0,x
109,66.03,2.0,x
109,66.03,2.0,x
109,66.03,2.0,x
109,66.03,2.0,x
109,66.03,2.0,x
109,66.03,2.0,x
109,66.03,2.0,x
572,67.11,2.0,x
572,67.11,2.0,x
572,67.11,2.0,x
572,67.11,2.0,x
572,67.11,2.0,x
572,67.11,2.0,x
572,67.11,2.0,x
572,67.11,2.0,x
572,67.11,2.0,x
572,67.11,2.0,x
