error_px,distance_cm,correction_angle,axis
-513,30.83,-2.0,x
-513,30.83,-2.0,x
-85,41.23,-1.02,x
-85,41.23,-1.02,x
-85,41.23,-1.02,x
-85,41.23,-1.02,x
-85,41.23,-1.02,x
-85,41.23,-1.02,x
-85,41.23,-1.02,x
-85,41.23,-1.02,x
613,184.41,2.0,x
613,184.41,2.0,x
599,120.47,2.0,x
599,120.47,2.0,x
599,120.47,2.0,x
579,77.0,2.0,x
579,77.0,2.0,x
579,77.0,2.0,x
579,77.0,2.0,x
579,77.0,2.0,x
579,77.0,2.0,x
579,77.0,2.0,x
579,77.0,2.0,x
579,77.0,2.0,x
579,77.0,2.0,x
549,47.33,2.0,x
549,47.33,2.0,x
549,47.33,2.0,x
549,47.33,2.0,x
549,47.33,2.0,x
549,47.33,2.0,x
549,47.33,2.0,x
549,47.33,2.0,x
-176,32.5,-2.0,x
-176,32.5,-2.0,x
-176,32.5,-2.0,x
-176,32.5,-2.0,x
-176,32.5,-2.0,x
-176,32.5,-2.0,x
-176,32.5,-2.0,x
-176,32.5,-2.0,x
-176,32.5,-2.0,x
-176,32.5,-2.0,x
-176,32.5,-2.0,x
-176,32.5,-2.0,x
-176,32.5,-2.0,x
-176,32.5,-2.0,x
-121,35.87,-2.0,x
-121,35.87,-2.0,x
-121,35.87,-2.0,x
-121,35.87,-2.0,x
-121,35.87,-2.0,x
-121,35.87,-2.0,x
29,45.54,0.5,x
29,45.54,0.5,x
29,45.54,0.5,x
29,45.54,0.5,x
29,45.54,0.5,x
29,45.54,0.5,x
29,45.54,0.5,x
29,45.54,0.5,x
29,45.54,0.5,x
29,45.54,0.5,x
29,45.54,0.5,x
29,45.54,0.5,x
261,38.41,2.0,x
261,38.41,2.0,x
261,38.41,2.0,x
261,38.41,2.0,x
261,38.41,2.0,x
261,38.41,2.0,x
261,38.41,2.0,x
261,38.41,2.0,x
261,38.41,2.0,x
261,38.41,2.0,x
261,38.41,2.0,x
261,38.41,2.0,x
354,43.84,2.0,x
354,43.84,2.0,x
354,43.84,2.0,x
354,43.84,2.0,x
354,43.84,2.0,x
354,43.84,2.0,x
354,43.84,2.0,x
354,43.84,2.0,x
354,43.84,2.0,x
354,43.84,2.0,x
354,43.84,2.0,x
354,43.84,2.0,x
354,43.84,2.0,x
-369,30.83,-2.0,x
-369,30.83,-2.0,x
-369,30.83,-2.0,x
-369,30.83,-2.0,x
-369,30.83,-2.0,x
-369,30.83,-2.0,x
-369,30.83,-2.0,x
-369,30.83,-2.0,x
-369,30.83,-2.0,x
-369,30.83,-2.0,x
-373,48.6,-2.0,x
-373,48.6,-2.0,x
-373,48.6,-2.0,x
-376,50.59,-2.0,x
-376,50.59,-2.0,x
-376,50.59,-2.0,x
-376,50.59,-2.0,x
-376,50.59,-2.0,x
-376,50.59,-2.0,x
-376,50.59,-2.0,x
-376,50.59,-2.0,x
-376,50.59,-2.0,x
-376,50.59,-2.0,x
-376,50.59,-2.0,x
-376,50.59,-2.0,x
-401,36.27,-2.0,x
-401,36.27,-2.0,x
-401,36.27,-2.0,x
-401,36.27,-2.0,x
-401,36.27,-2.0,x
-401,36.27,-2.0,x
-401,36.27,-2.0,x
-401,36.27,-2.0,x
-401,36.27,-2.0,x
-401,36.27,-2.0,x
-401,36.27,-2.0,x
350,39.78,2.0,x
350,39.78,2.0,x
350,39.78,2.0,x
350,39.78,2.0,x
350,39.78,2.0,x
350,39.78,2.0,x
350,39.78,2.0,x
350,39.78,2.0,x
350,39.78,2.0,x
350,39.78,2.0,x
350,39.78,2.0,x
350,39.78,2.0,x
420,33.57,2.0,x
420,33.57,2.0,x
420,33.57,2.0,x
420,33.57,2.0,x
420,33.57,2.0,x
270,46.12,2.0,x
270,46.12,2.0,x
270,46.12,2.0,x
76,33.94,0.912,x
76,33.94,0.912,x
76,33.94,0.912,x
76,33.94,0.912,x
76,33.94,0.912,x
-70,31.82,-0.84,x
-70,31.82,-0.84,x
-70,31.82,-0.84,x
-70,31.82,-0.84,x
-70,31.82,-0.84,x
-70,31.82,-0.84,x
-70,31.82,-0.84,x
-70,31.82,-0.84,x
-70,31.82,-0.84,x
-70,31.82,-0.84,x
-70,31.82,-0.84,x
-70,31.82,-0.84,x
-70,31.82,-0.84,x
-337,33.94,-2.0,x
-337,33.94,-2.0,x
-337,33.94,-2.0,x
-337,33.94,-2.0,x
-337,33.94,-2.0,x
-337,33.94,-2.0,x
-337,33.94,-2.0,x
-337,33.94,-2.0,x
-337,33.94,-2.0,x
-337,33.94,-2.0,x
-135,43.3,-2.0,x
-135,43.3,-2.0,x
-135,43.3,-2.0,x
-135,43.3,-2.0,x
-135,43.3,-2.0,x
-135,43.3,-2.0,x
-135,43.3,-2.0,x
-135,43.3,-2.0,x
393,41.74,2.0,x
393,41.74,2.0,x
393,41.74,2.0,x
393,41.74,2.0,x
393,41.74,2.0,x
393,41.74,2.0,x
393,41.74,2.0,x
393,41.74,2.0,x
393,41.74,2.0,x
393,41.74,2.0,x
393,41.74,2.0,x
393,41.74,2.0,x
393,41.74,2.0,x
404,30.83,2.0,x
404,30.83,2.0,x
404,30.83,2.0,x
404,30.83,2.0,x
404,30.83,2.0,x
404,30.83,2.0,x
159,46.72,2.0,x
159,46.72,2.0,x
159,46.72,2.0,x
159,46.72,2.0,x
159,46.72,2.0,x
159,46.72,2.0,x
159,46.72,2.0,x
159,46.72,2.0,x
159,46.72,2.0,x
159,46.72,2.0,x
159,46.72,2.0,x
-80,34.69,-0.96,x
-80,34.69,-0.96,x
-80,34.69,-0.96,x
-80,34.69,-0.96,x
-80,34.69,-0.96,x
-80,34.69,-0.96,x
-80,34.69,-0.96,x
-80,34.69,-0.96,x
-371,23.82,-2.0,x
-371,23.82,-2.0,x
-371,23.82,-2.0,x
-407,36.68,-2.0,x
-407,36.68,-2.0,x
-407,36.68,-2.0,x
-411,38.41,-2.0,x
-411,38.41,-2.0,x
-411,38.41,-2.0,x
-411,38.41,-2.0,x
-411,38.41,-2.0,x
-411,38.41,-2.0,x
-411,38.41,-2.0,x
-411,38.41,-2.0,x
-411,38.41,-2.0,x
-411,38.41,-2.0,x
-411,38.41,-2.0,x
-411,38.41,-2.0,x
-411,38.41,-2.0,x
-411,38.41,-2.0,x
-411,38.41,-2.0,x
-366,36.68,-2.0,x
-366,36.68,-2.0,x
-366,36.68,-2.0,x
-366,36.68,-2.0,x
-366,36.68,-2.0,x
-366,36.68,-2.0,x
-366,36.68,-2.0,x
-366,36.68,-2.0,x
-366,36.68,-2.0,x
-366,36.68,-2.0,x
-366,36.68,-2.0,x
553,49.91,2.0,x
553,49.91,2.0,x
553,49.91,2.0,x
553,49.91,2.0,x
553,49.91,2.0,x
553,49.91,2.0,x
553,49.91,2.0,x
553,49.91,2.0,x
553,49.91,2.0,x
556,52.0,2.0,x
556,52.0,2.0,x
556,52.0,2.0,x
556,52.0,2.0,x
556,52.0,2.0,x
556,52.0,2.0,x
556,52.0,2.0,x
556,52.0,2.0,x
556,52.0,2.0,x
556,52.0,2.0,x
556,52.0,2.0,x
556,52.0,2.0,x
556,52.0,2.0,x
556,52.0,2.0,x
556,52.0,2.0,x
556,52.0,2.0,x
556,52.0,2.0,x
556,52.0,2.0,x
556,52.0,2.0,x
556,52.0,2.0,x
556,52.0,2.0,x
541,42.77,2.0,x
541,42.77,2.0,x
541,42.77,2.0,x
541,42.77,2.0,x
541,42.77,2.0,x
541,42.77,2.0,x
541,42.77,2.0,x
541,42.77,2.0,x
541,42.77,2.0,x
541,42.77,2.0,x
541,42.77,2.0,x
541,42.77,2.0,x
541,42.77,2.0,x
-252,24.28,-2.0,x
-252,24.28,-2.0,x
-252,24.28,-2.0,x
-252,24.28,-2.0,x
-252,24.28,-2.0,x
-252,24.28,-2.0,x
183,28.11,-2.0,y
183,28.11,-2.0,y
183,28.11,-2.0,y
183,28.11,-2.0,y
23,24.75,0.5,x
23,24.75,0.5,x
23,24.75,0.5,x
23,24.75,0.5,x
23,24.75,0.5,x
23,24.75,0.5,x
16,25.72,0.5,x
16,25.72,0.5,x
16,25.72,0.5,x
16,25.72,0.5,x
16,25.72,0.5,x
16,25.72,0.5,x
16,25.72,0.5,x
16,25.72,0.5,x
16,25.72,0.5,x
16,25.72,0.5,x
16,25.72,0.5,x
16,25.72,0.5,x
16,25.72,0.5,x
22,25.47,0.5,x
22,25.47,0.5,x
22,25.47,0.5,x
22,25.47,0.5,x
22,25.47,0.5,x
22,25.47,0.5,x
22,25.47,0.5,x
22,25.47,0.5,x
22,25.47,0.5,x
22,25.47,0.5,x
-189,26.229999999999997,-2.0,x
-189,26.229999999999997,-2.0,x
-189,26.229999999999997,-2.0,x
-189,26.229999999999997,-2.0,x
-189,26.229999999999997,-2.0,x
-189,26.229999999999997,-2.0,x
-189,26.229999999999997,-2.0,x
-189,26.229999999999997,-2.0,x
-189,26.229999999999997,-2.0,x
-197,26.229999999999997,-2.0,x
-197,26.229999999999997,-2.0,x
-197,26.229999999999997,-2.0,x
-197,26.229999999999997,-2.0,x
-197,26.229999999999997,-2.0,x
-197,26.229999999999997,-2.0,x
-197,26.229999999999997,-2.0,x
-197,26.229999999999997,-2.0,x
-197,26.229999999999997,-2.0,x
-197,26.229999999999997,-2.0,x
-197,26.229999999999997,-2.0,x
-197,26.229999999999997,-2.0,x
-197,26.229999999999997,-2.0,x
-197,26.229999999999997,-2.0,x
-197,26.229999999999997,-2.0,x
-197,26.229999999999997,-2.0,x
-197,26.229999999999997,-2.0,x
-197,26.229999999999997,-2.0,x
-197,26.229999999999997,-2.0,x
-197,26.229999999999997,-2.0,x
-197,26.229999999999997,-2.0,x
-197,26.229999999999997,-2.0,x
94,17.06,1.1280000000000001,x
94,17.06,1.1280000000000001,x
94,17.06,1.1280000000000001,x
94,17.06,1.1280000000000001,x
400,10.43,2.0,x
400,10.43,2.0,x
400,10.43,2.0,x
52,32.85,0.624,x
52,32.85,0.624,x
52,32.85,0.624,x
29,35.07,0.5,x
29,35.07,0.5,x
29,35.07,0.5,x
29,35.07,0.5,x
29,35.07,0.5,x
29,35.07,0.5,x
29,35.07,0.5,x
29,35.07,0.5,x
29,35.07,0.5,x
29,35.07,0.5,x
-235,37.53,2.0,y
-235,37.53,2.0,y
-235,37.53,2.0,y
-235,37.53,2.0,y
-235,37.53,2.0,y
-235,37.53,2.0,y
-235,37.53,2.0,y
-235,37.53,2.0,y
-235,37.53,2.0,y
-235,37.53,2.0,y
-235,37.53,2.0,y
-235,37.53,2.0,y
-235,37.53,2.0,y
-235,37.53,2.0,y
-235,37.53,2.0,y
-235,37.53,2.0,y
-235,37.53,2.0,y
-235,37.53,2.0,y
-208,22.520000000000003,-2.0,x
-208,22.520000000000003,-2.0,x
-208,22.520000000000003,-2.0,x
-208,22.520000000000003,-2.0,x
-208,22.520000000000003,-2.0,x
-208,22.520000000000003,-2.0,x
-208,22.520000000000003,-2.0,x
-208,22.520000000000003,-2.0,x
-208,22.520000000000003,-2.0,x
-208,22.520000000000003,-2.0,x
-347,33.57,-2.0,x
-347,33.57,-2.0,x
-347,33.57,-2.0,x
-347,33.57,-2.0,x
-347,33.57,-2.0,x
-347,33.57,-2.0,x
-347,33.57,-2.0,x
-347,33.57,-2.0,x
-347,33.57,-2.0,x
-347,33.57,-2.0,x
121,37.53,2.0,x
121,37.53,2.0,x
123,36.27,2.0,x
123,36.27,2.0,x
123,36.27,2.0,x
123,36.27,2.0,x
124,34.69,2.0,x
124,34.69,2.0,x
124,34.69,2.0,x
124,34.69,2.0,x
124,34.69,2.0,x
124,34.69,2.0,x
124,34.69,2.0,x
124,34.69,2.0,x
114,27.009999999999998,2.0,x
114,27.009999999999998,2.0,x
114,27.009999999999998,2.0,x
103,27.83,2.0,x
103,27.83,2.0,x
103,27.83,2.0,x
103,27.83,2.0,x
103,27.83,2.0,x
103,27.83,2.0,x
103,27.83,2.0,x
-554,52.0,-2.0,x
-554,52.0,-2.0,x
-554,52.0,-2.0,x
-554,52.0,-2.0,x
-527,36.27,-2.0,x
-527,36.27,-2.0,x
-527,36.27,-2.0,x
-527,36.27,-2.0,x
-527,36.27,-2.0,x
-527,36.27,-2.0,x
-527,36.27,-2.0,x
-527,36.27,-2.0,x
-104,35.87,-2.0,x
-104,35.87,-2.0,x
-104,35.87,-2.0,x
93,36.27,1.116,x
93,36.27,1.116,x
93,36.27,1.116,x
93,36.27,1.116,x
93,36.27,1.116,x
93,36.27,1.116,x
93,36.27,1.116,x
66,51.29,0.792,x
66,51.29,0.792,x
66,51.29,0.792,x
66,51.29,0.792,x
66,51.29,0.792,x
66,51.29,0.792,x
66,51.29,0.792,x
71,32.85,0.852,x
71,32.85,0.852,x
71,32.85,0.852,x
68,32.85,0.8160000000000001,x
68,32.85,0.8160000000000001,x
68,32.85,0.8160000000000001,x
68,32.85,0.8160000000000001,x
68,32.85,0.8160000000000001,x
68,32.85,0.8160000000000001,x
68,32.85,0.8160000000000001,x
68,32.85,0.8160000000000001,x
68,32.85,0.8160000000000001,x
68,32.85,0.8160000000000001,x
68,32.85,0.8160000000000001,x
68,32.85,0.8160000000000001,x
68,32.85,0.8160000000000001,x
-133,30.509999999999998,-2.0,x
-133,30.509999999999998,-2.0,x
-133,30.509999999999998,-2.0,x
-133,30.509999999999998,-2.0,x
-133,30.509999999999998,-2.0,x
-133,30.509999999999998,-2.0,x
-133,30.509999999999998,-2.0,x
-133,30.509999999999998,-2.0,x
-133,30.509999999999998,-2.0,x
-133,30.509999999999998,-2.0,x
-133,30.509999999999998,-2.0,x
-133,30.509999999999998,-2.0,x
-422,35.87,-2.0,x
-422,35.87,-2.0,x
-422,35.87,-2.0,x
-422,35.87,-2.0,x
-422,35.87,-2.0,x
-422,35.87,-2.0,x
-422,35.87,-2.0,x
-422,35.87,-2.0,x
-422,35.87,-2.0,x
-422,35.87,-2.0,x
-422,35.87,-2.0,x
-422,35.87,-2.0,x
-422,35.87,-2.0,x
-422,35.87,-2.0,x
-422,35.87,-2.0,x
-422,35.87,-2.0,x
-422,35.87,-2.0,x
-422,35.87,-2.0,x
-422,35.87,-2.0,x
-422,35.87,-2.0,x
-422,35.87,-2.0,x
-61,15.79,-0.732,x
-61,15.79,-0.732,x
-61,15.79,-0.732,x
249,21.700000000000003,2.0,x
249,21.700000000000003,2.0,x
249,21.700000000000003,2.0,x
249,21.700000000000003,2.0,x
249,21.700000000000003,2.0,x
249,21.700000000000003,2.0,x
249,21.700000000000003,2.0,x
249,21.700000000000003,2.0,x
347,28.689999999999998,2.0,x
347,28.689999999999998,2.0,x
347,28.689999999999998,2.0,x
347,28.689999999999998,2.0,x
347,28.689999999999998,2.0,x
347,28.689999999999998,2.0,x
347,28.689999999999998,2.0,x
347,28.689999999999998,2.0,x
347,28.689999999999998,2.0,x
347,28.689999999999998,2.0,x
347,28.689999999999998,2.0,x
347,28.689999999999998,2.0,x
347,28.689999999999998,2.0,x
337,25.47,2.0,x
337,25.47,2.0,x
337,25.47,2.0,x
337,25.47,2.0,x
337,25.47,2.0,x
337,25.47,2.0,x
337,25.47,2.0,x
337,25.47,2.0,x
337,25.47,2.0,x
337,25.47,2.0,x
337,25.47,2.0,x
337,25.47,2.0,x
-539,41.23,-2.0,x
-539,41.23,-2.0,x
-539,41.23,-2.0,x
-539,41.23,-2.0,x
-539,41.23,-2.0,x
-539,41.23,-2.0,x
-539,41.23,-2.0,x
-389,42.77,-2.0,x
-389,42.77,-2.0,x
-336,48.6,-2.0,x
-336,48.6,-2.0,x
-336,48.6,-2.0,x
-336,48.6,-2.0,x
-336,48.6,-2.0,x
-336,48.6,-2.0,x
-336,48.6,-2.0,x
-336,48.6,-2.0,x
-336,48.6,-2.0,x
-336,48.6,-2.0,x
-336,48.6,-2.0,x
-327,24.990000000000002,-2.0,x
-327,24.990000000000002,-2.0,x
-327,24.990000000000002,-2.0,x
-334,25.229999999999997,-2.0,x
-334,25.229999999999997,-2.0,x
-334,25.229999999999997,-2.0,x
-334,25.229999999999997,-2.0,x
-334,25.229999999999997,-2.0,x
-334,25.229999999999997,-2.0,x
-331,24.509999999999998,-2.0,x
-331,24.509999999999998,-2.0,x
-331,24.509999999999998,-2.0,x
-331,24.509999999999998,-2.0,x
-331,24.509999999999998,-2.0,x
-331,24.509999999999998,-2.0,x
-331,24.509999999999998,-2.0,x
33,21.700000000000003,0.5,x
33,21.700000000000003,0.5,x
33,21.700000000000003,0.5,x
33,21.700000000000003,0.5,x
33,21.700000000000003,0.5,x
33,21.700000000000003,0.5,x
33,21.700000000000003,0.5,x
33,21.700000000000003,0.5,x
33,21.700000000000003,0.5,x
593,101.92,2.0,x
593,101.92,2.0,x
593,101.92,2.0,x
593,101.92,2.0,x
593,101.92,2.0,x
593,101.92,2.0,x
593,101.92,2.0,x
593,101.92,2.0,x
593,101.92,2.0,x
593,101.92,2.0,x
593,101.92,2.0,x
593,101.92,2.0,x
593,101.92,2.0,x
593,101.92,2.0,x
593,101.92,2.0,x
593,101.92,2.0,x
593,101.92,2.0,x
593,101.92,2.0,x
593,101.92,2.0,x
593,101.92,2.0,x
593,101.92,2.0,x
593,101.92,2.0,x
593,101.92,2.0,x
593,101.92,2.0,x
593,101.92,2.0,x
593,101.92,2.0,x
593,101.92,2.0,x
558,54.230000000000004,2.0,x
558,54.230000000000004,2.0,x
558,54.230000000000004,2.0,x
558,54.230000000000004,2.0,x
558,54.230000000000004,2.0,x
558,54.230000000000004,2.0,x
558,54.230000000000004,2.0,x
558,54.230000000000004,2.0,x
558,54.230000000000004,2.0,x
558,54.230000000000004,2.0,x
558,54.230000000000004,2.0,x
558,54.230000000000004,2.0,x
558,54.230000000000004,2.0,x
558,54.230000000000004,2.0,x
558,54.230000000000004,2.0,x
558,54.230000000000004,2.0,x
558,54.230000000000004,2.0,x
558,54.230000000000004,2.0,x
46,38.86,0.552,x
46,38.86,0.552,x
46,38.86,0.552,x
54,37.96,0.648,x
54,37.96,0.648,x
54,37.96,0.648,x
54,37.96,0.648,x
54,37.96,0.648,x
54,37.96,0.648,x
54,37.96,0.648,x
54,37.96,0.648,x
54,37.96,0.648,x
54,37.96,0.648,x
50,38.41,0.6,x
50,38.41,0.6,x
50,38.41,0.6,x
50,38.41,0.6,x
50,38.41,0.6,x
50,38.41,0.6,x
50,38.41,0.6,x
592,99.69,2.0,x
592,99.69,2.0,x
592,99.69,2.0,x
624,323.06,2.0,x
624,323.06,2.0,x
624,323.06,2.0,x
624,323.06,2.0,x
624,323.06,2.0,x
624,323.06,2.0,x
601,126.93,2.0,x
601,126.93,2.0,x
601,126.93,2.0,x
601,126.93,2.0,x
601,126.93,2.0,x
601,126.93,2.0,x
601,126.93,2.0,x
507,28.4,2.0,x
507,28.4,2.0,x
507,28.4,2.0,x
507,28.4,2.0,x
507,28.4,2.0,x
507,28.4,2.0,x
507,28.4,2.0,x
507,28.4,2.0,x
507,28.4,2.0,x
507,28.4,2.0,x
507,28.4,2.0,x
507,28.4,2.0,x
507,28.4,2.0,x
507,28.4,2.0,x
507,28.4,2.0,x
507,28.4,2.0,x
53,30.83,0.636,x
53,30.83,0.636,x
60,33.21,0.72,x
60,33.21,0.72,x
60,33.21,0.72,x
60,33.21,0.72,x
60,33.21,0.72,x
60,33.21,0.72,x
60,33.21,0.72,x
60,33.21,0.72,x
60,33.21,0.72,x
49,32.85,0.588,x
49,32.85,0.588,x
49,32.85,0.588,x
49,32.85,0.588,x
49,32.85,0.588,x
49,32.85,0.588,x
49,32.85,0.588,x
49,32.85,0.588,x
49,32.85,0.588,x
49,32.85,0.588,x
301,32.5,-2.0,y
301,32.5,-2.0,y
301,32.5,-2.0,y
301,32.5,-2.0,y
301,32.5,-2.0,y
301,32.5,-2.0,y
301,32.5,-2.0,y
301,32.5,-2.0,y
301,32.5,-2.0,y
301,32.5,-2.0,y
301,32.5,-2.0,y
301,32.5,-2.0,y
301,32.5,-2.0,y
301,32.5,-2.0,y
301,32.5,-2.0,y
301,32.5,-2.0,y
301,32.5,-2.0,y
301,32.5,-2.0,y
301,32.5,-2.0,y
301,32.5,-2.0,y
73,43.84,0.876,x
73,43.84,0.876,x
73,43.84,0.876,x
73,43.84,0.876,x
73,43.84,0.876,x
20,48.6,0.5,x
20,48.6,0.5,x
20,48.6,0.5,x
-178,58.31999999999999,2.0,y
-178,58.31999999999999,2.0,y
-178,58.31999999999999,2.0,y
-178,58.31999999999999,2.0,y
-178,58.31999999999999,2.0,y
-178,58.31999999999999,2.0,y
-178,58.31999999999999,2.0,y
-178,58.31999999999999,2.0,y
-178,58.31999999999999,2.0,y
-178,58.31999999999999,2.0,y
-178,58.31999999999999,2.0,y
-178,58.31999999999999,2.0,y
-178,58.31999999999999,2.0,y
-178,58.31999999999999,2.0,y
-178,58.31999999999999,2.0,y
-187,67.11,2.0,y
-187,67.11,2.0,y
-187,67.11,2.0,y
-187,67.11,2.0,y
-187,67.11,2.0,y
-187,67.11,2.0,y
-187,67.11,2.0,y
-187,67.11,2.0,y
-187,67.11,2.0,y
-187,67.11,2.0,y
-187,67.11,2.0,y
-187,67.11,2.0,y
-187,67.11,2.0,y
-187,67.11,2.0,y
-187,67.11,2.0,y
-187,67.11,2.0,y
-187,67.11,2.0,y
-187,67.11,2.0,y
-187,67.11,2.0,y
-187,67.11,2.0,y
-105,35.47,-2.0,x
-105,35.47,-2.0,x
-105,35.47,-2.0,x
-105,35.47,-2.0,x
-105,35.47,-2.0,x
-105,35.47,-2.0,x
-105,35.47,-2.0,x
-105,35.47,-2.0,x
-105,35.47,-2.0,x
-105,35.47,-2.0,x
-105,35.47,-2.0,x
-105,35.47,-2.0,x
378,42.77,2.0,x
378,42.77,2.0,x
378,42.77,2.0,x
378,42.77,2.0,x
378,42.77,2.0,x
378,42.77,2.0,x
378,42.77,2.0,x
378,42.77,2.0,x
378,42.77,2.0,x
378,42.77,2.0,x
378,42.77,2.0,x
378,42.77,2.0,x
378,42.77,2.0,x
378,42.77,2.0,x
378,42.77,2.0,x
378,42.77,2.0,x
378,42.77,2.0,x
378,42.77,2.0,x
-426,46.12,-2.0,x
-426,46.12,-2.0,x
-426,46.12,-2.0,x
-426,46.12,-2.0,x
-566,61.03,-2.0,x
-566,61.03,-2.0,x
-566,61.03,-2.0,x
-566,61.03,-2.0,x
-566,61.03,-2.0,x
-138,53.47,-2.0,x
-138,53.47,-2.0,x
-138,53.47,-2.0,x
-138,53.47,-2.0,x
-138,53.47,-2.0,x
-138,53.47,-2.0,x
-138,53.47,-2.0,x
-138,54.230000000000004,-2.0,x
-138,54.230000000000004,-2.0,x
-138,54.230000000000004,-2.0,x
-138,54.230000000000004,-2.0,x
-138,54.230000000000004,-2.0,x
-138,54.230000000000004,-2.0,x
-138,54.230000000000004,-2.0,x
515,38.86,2.0,x
515,38.86,2.0,x
515,38.86,2.0,x
612,177.87,2.0,x
612,177.87,2.0,x
612,177.87,2.0,x
612,177.87,2.0,x
612,177.87,2.0,x
612,177.87,2.0,x
612,177.87,2.0,x
613,191.43,2.0,x
613,191.43,2.0,x
613,191.43,2.0,x
613,191.43,2.0,x
613,191.43,2.0,x
613,191.43,2.0,x
613,191.43,2.0,x
613,191.43,2.0,x
613,191.43,2.0,x
613,191.43,2.0,x
613,191.43,2.0,x
613,191.43,2.0,x
613,191.43,2.0,x
613,191.43,2.0,x
613,191.43,2.0,x
613,191.43,2.0,x
-317,41.23,-2.0,x
-317,41.23,-2.0,x
-317,41.23,-2.0,x
-50,41.74,-0.6,x
-50,41.74,-0.6,x
-50,41.74,-0.6,x
-50,41.74,-0.6,x
-50,41.74,-0.6,x
-48,41.74,-0.5760000000000001,x
-48,41.74,-0.5760000000000001,x
-48,41.74,-0.5760000000000001,x
-48,41.74,-0.5760000000000001,x
-48,41.74,-0.5760000000000001,x
-48,41.74,-0.5760000000000001,x
-48,41.74,-0.5760000000000001,x
-48,41.74,-0.5760000000000001,x
-48,41.74,-0.5760000000000001,x
-48,41.74,-0.5760000000000001,x
-48,41.74,-0.5760000000000001,x
-48,41.74,-0.5760000000000001,x
-48,41.74,-0.5760000000000001,x
-48,41.74,-0.5760000000000001,x
-48,41.74,-0.5760000000000001,x
189,35.87,2.0,x
189,35.87,2.0,x
189,35.87,2.0,x
189,35.87,2.0,x
245,34.69,2.0,x
245,34.69,2.0,x
245,34.69,2.0,x
245,34.69,2.0,x
245,34.69,2.0,x
411,28.979999999999997,2.0,x
411,28.979999999999997,2.0,x
411,28.979999999999997,2.0,x
414,28.979999999999997,2.0,x
414,28.979999999999997,2.0,x
414,28.979999999999997,2.0,x
414,28.979999999999997,2.0,x
414,28.979999999999997,2.0,x
414,28.979999999999997,2.0,x
414,28.979999999999997,2.0,x
414,28.979999999999997,2.0,x
414,28.979999999999997,2.0,x
414,28.979999999999997,2.0,x
414,28.979999999999997,2.0,x
414,28.979999999999997,2.0,x
416,28.979999999999997,2.0,x
416,28.979999999999997,2.0,x
416,28.979999999999997,2.0,x
416,28.979999999999997,2.0,x
416,28.979999999999997,2.0,x
416,28.979999999999997,2.0,x
416,28.979999999999997,2.0,x
416,28.979999999999997,2.0,x
416,28.979999999999997,2.0,x
416,28.979999999999997,2.0,x
416,28.979999999999997,2.0,x
416,28.979999999999997,2.0,x
416,28.979999999999997,2.0,x
416,28.979999999999997,2.0,x
416,28.979999999999997,2.0,x
416,28.979999999999997,2.0,x
416,28.979999999999997,2.0,x
416,28.979999999999997,2.0,x
416,28.979999999999997,2.0,x
416,28.979999999999997,2.0,x
416,28.979999999999997,2.0,x
416,28.979999999999997,2.0,x
416,28.979999999999997,2.0,x
416,28.979999999999997,2.0,x
416,28.979999999999997,2.0,x
416,28.979999999999997,2.0,x
416,28.979999999999997,2.0,x
416,28.979999999999997,2.0,x
-75,27.83,-0.9,x
-75,27.83,-0.9,x
-75,27.83,-0.9,x
-75,27.83,-0.9,x
-75,27.83,-0.9,x
-75,27.83,-0.9,x
-75,27.83,-0.9,x
-75,27.83,-0.9,x
-75,27.83,-0.9,x
-75,27.83,-0.9,x
-75,27.83,-0.9,x
-75,27.83,-0.9,x
-75,27.83,-0.9,x
-75,27.83,-0.9,x
43,37.53,0.516,x
43,37.53,0.516,x
43,37.53,0.516,x
44,37.1,0.528,x
44,37.1,0.528,x
44,37.1,0.528,x
44,37.1,0.528,x
44,37.1,0.528,x
44,37.1,0.528,x
44,37.1,0.528,x
44,37.1,0.528,x
44,37.1,0.528,x
44,37.1,0.528,x
44,37.1,0.528,x
44,37.1,0.528,x
44,37.1,0.528,x
44,37.1,0.528,x
44,37.1,0.528,x
44,37.1,0.528,x
44,37.1,0.528,x
44,37.1,0.528,x
44,37.1,0.528,x
44,37.1,0.528,x
44,37.1,0.528,x
44,37.1,0.528,x
44,37.1,0.528,x
44,37.1,0.528,x
-86,37.53,-1.032,x
-86,37.53,-1.032,x
-86,37.53,-1.032,x
-86,37.53,-1.032,x
-86,37.53,-1.032,x
-86,37.53,-1.032,x
-86,37.53,-1.032,x
-86,37.53,-1.032,x
-86,37.53,-1.032,x
-86,37.53,-1.032,x
-86,37.53,-1.032,x
-86,37.53,-1.032,x
-86,37.53,-1.032,x
-86,37.53,-1.032,x
-320,41.23,-2.0,x
-320,41.23,-2.0,x
-320,41.23,-2.0,x
-320,41.23,-2.0,x
-320,41.23,-2.0,x
-320,41.23,-2.0,x
-320,41.23,-2.0,x
-320,41.23,-2.0,x
-48,39.32,-0.5760000000000001,x
-48,39.32,-0.5760000000000001,x
-48,39.32,-0.5760000000000001,x
-48,39.32,-0.5760000000000001,x
-48,39.32,-0.5760000000000001,x
-48,39.32,-0.5760000000000001,x
-48,39.32,-0.5760000000000001,x
-48,39.32,-0.5760000000000001,x
335,31.82,2.0,x
335,31.82,2.0,x
335,31.82,2.0,x
335,31.82,2.0,x
